Entry	Subcellular location [CC]	Protein names	Gene names	Entry name	Intramembrane	Transmembrane	Topological domain
O34573	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative spore germination protein YfkT	yfkT BSU07760	YFKT_BACSU		TRANSMEM 10..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 36..56;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 81..101;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 107..127;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 143..163;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 179..199;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 210..230;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 262..282;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 297..317;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 326..346;  /note="Helical";  /evidence="ECO:0000255"	
O35016		Low molecular weight protein-tyrosine-phosphatase YfkJ (LMPTP) (EC 3.1.3.48)	yfkJ BSU07880	YFKJ_BACSU			
O07627		RNA polymerase sigma factor YlaC	ylaC BSU14730	YLAC_BACSU			
O34440	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized MFS-type transporter YfmI	yfmI BSU07460	YFMI_BACSU		TRANSMEM 7..27;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 43..63;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 69..89;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 98..118;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 155..175;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 220..240;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 253..273;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 297..317;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 352..372;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 374..394;  /note="Helical";  /evidence="ECO:0000255"	
O34960		Uncharacterized protein YjgB	yjgB BSU12150	YJGB_BACSU			
O31806		Uncharacterized protein YndB	yndB BSU17730	YNDB_BACSU			
O31681	SUBCELLULAR LOCATION: Spore wall {ECO:0000305|PubMed:11011148}. Note=Probably localized either on the surface of the outer spore membrane and/or in the inner spore coat.	Spore protein YkvP	ykvP BSU13780	YKVP_BACSU			
P94414	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Sensor histidine kinase YclK (EC 2.7.13.3)	yclK BSU03760	YCLK_BACSU		TRANSMEM 10..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 165..185;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..9;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 31..164;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 186..473;  /note="Cytoplasmic";  /evidence="ECO:0000255"
O31573		Uncharacterized protein YfhE	yfhE BSU08500	YFHE_BACSU			
P54171		Uncharacterized protein YpiP	ypiP BSU21850	YPIP_BACSU			
P37495		Uncharacterized protein YybI	yybI BSU40630	YYBI_BACSU			
P37508	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Uncharacterized protein YyaP	yyaP BSU40760	YYAP_BACSU		TRANSMEM 121..139;  /note="Helical";  /evidence="ECO:0000255"	
P46331		Uncharacterized oxidoreductase YxbG (EC 1.-.-.-)	yxbG E3BR yxaU BSU39840	YXBG_BACSU			
O34872		Putative carbonic anhydrase YtiB (EC 4.2.1.1) (Carbonate dehydratase)	ytiB BSU30690	YTIB_BACSU			
P46332	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YxcA	yxcA E3C BSU39830	YXCA_BACSU		TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 48..68;  /note="Helical";  /evidence="ECO:0000255"	
O34883	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YtkC	ytkC BSU30640	YTKC_BACSU		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 30..50;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 62..82;  /note="Helical";  /evidence="ECO:0000255"	
Q794W0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Two-component system WalR/WalK regulatory protein YycH	yycH BSU40390	YYCH_BACSU		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..7;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 29..455;  /note="Extracellular";  /evidence="ECO:0000255"
P94538		Uncharacterized tRNA/rRNA methyltransferase YsgA (EC 2.1.1.-)	ysgA BSU28650	YSGA_BACSU			
P71003		Uncharacterized protein YwhK	ywhK BSU37450	YWHK_BACSU			
O31900		SPbeta prophage-derived uncharacterized protein YorN	yorN BSU20320	YORN_BACSU			
O34970		Probable HTH-type transcriptional regulator YttP (Stress response protein YttP)	yttP BSU29630	YTTP_BACSU			
P94574	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized MFS-type transporter YwoD	ywoD BSU36480	YWOD_BACSU		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 39..59;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 77..97;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 100..122;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 134..156;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 161..183;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 203..222;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 226..243;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 266..286;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 302..322;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 330..350;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 359..379;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 393..415;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 425..447;  /note="Helical";  /evidence="ECO:0000255"	
O34383	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized sodium-dependent transporter YocR	yocR BSU19340	YOCR_BACSU		TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 39..59;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 95..115;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 141..161;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 165..185;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 212..232;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 251..271;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 295..315;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 341..361;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 377..397;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 419..439;  /note="Helical";  /evidence="ECO:0000255"	
O05215	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized transporter YwrA	ywrA BSU36130	YWRA_BACSU		TRANSMEM 1..21;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 47..67;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 75..95;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 117..137;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 158..178;  /note="Helical";  /evidence="ECO:0000255"	
P45900		Uncharacterized protein YqaC	yqaC BSU26370	YQAC_BACSU			
O32082	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YubF	yubF BSU31110	YUBF_BACSU		TRANSMEM 10..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 43..63;  /note="Helical";  /evidence="ECO:0000255"	
O34841		Uncharacterized protein YoeB	yoeB BSU18380	YOEB_BACSU			
O34850		SPbeta prophage-derived uncharacterized protein YotN	yotN yokJ BSU19820	YOTN_BACSU			
P39612	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YwdD	ywdD BSU38000 ipa-54d	YWDD_BACSU		TRANSMEM 77..97;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 113..133;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 152..172;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 179..199;  /note="Helical";  /evidence="ECO:0000255"	
Q03223		50S ribosomal protein L31	rpmE BSU37070	RL31_BACSU			
P24219		RNA polymerase sigma-54 factor	sigL BSU34200	RP54_BACSU			
P20429		DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA BSU01430	RPOA_BACSU			
P28619		Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph BSU28370	RNPH_BACSU			
O31989	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19047653}; Single-pass membrane protein {ECO:0000305|PubMed:19047653}. Note=A small amount is also associated with the cell wall, but this is probably contamination. {ECO:0000269|PubMed:19047653}.	Sublancin immunity protein SunI (SPbeta prophage-derived protein YolF)	sunI yolF BSU21490	SUNI_BACSU		TRANSMEM 1..21;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 22..105;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:19047653"
P40402		Alkanesulfonate monooxygenase (EC 1.14.14.5) (FMNH2-dependent aliphatic sulfonate monooxygenase)	ssuD ygcA yzeC BSU08860	SSUD_BACSU			
O31436		Uncharacterized protein YbdN	ybdN BSU02040	YBDN_BACSU			
P46347	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00009}.	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY yqfG BSU25320	YBEY_BACSU			
O31442	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YbeF	ybeF BSU02150	YBEF_BACSU		TRANSMEM 4..26;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 31..48;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 52..74;  /note="Helical";  /evidence="ECO:0000255"	
O31737	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10658653}.	Uncharacterized protein YlqB	ylqB BSU15960	YLQB_BACSU			
P71050	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YveK	yveK BSU34370	YVEK_BACSU		TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 176..196;  /note="Helical";  /evidence="ECO:0000255"	
O32258		Uncharacterized glycosylase YvbX (EC 3.2.-.-)	yvbX BSU34020	YVBX_BACSU			
P46330		Uncharacterized HTH-type transcriptional regulator YxbF	yxbF E3A yxaT BSU39850	YXBF_BACSU			
C0H3R7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	Uncharacterized lipoprotein YvzJ	yvzJ BSU34729	YVZJ_BACSU			
P45942		Ribonuclease YqcG (EC 3.1.-.-) (RNase YqcG) (Toxin YqcG)	yqcG BSU25860	YQCG_BACSU			
O34898	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Probable ABC transporter permease YtrC	ytrC BSU30440	YTRC_BACSU		TRANSMEM 16..36;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 60..80;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 110..130;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 144..164;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 167..187;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 236..256;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 277..297;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 300..320;  /note="Helical";  /evidence="ECO:0000255"	
O31884	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	SPbeta prophage-derived uncharacterized membrane protein YosE	yosE BSU20150	YOSE_BACSU		TRANSMEM 20..42;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 58..78;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 95..115;  /note="Helical";  /evidence="ECO:0000255"	
P54469	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Uncharacterized protein YqfD	yqfD BSU25350	YQFD_BACSU		TRANSMEM 88..108;  /note="Helical";  /evidence="ECO:0000255"	
O31841		DNA repair protein homolog YozK	yozK BSU18940	YOZK_BACSU			
O32227	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YvaE	yvaE BSU33570	YVAE_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 29..49;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 58..78;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 87..107;  /note="Helical";  /evidence="ECO:0000255"	
Q02115	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01140, ECO:0000305}; Single-pass type II membrane protein {ECO:0000255|HAMAP-Rule:MF_01140, ECO:0000305}.	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU (EC 2.7.8.-) (Membrane-bound protein LytR)	tagU lytR BSU35650	TAGU_BACSU		TRANSMEM 12..32;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255|HAMAP-Rule:MF_01140"	TOPO_DOM 1..11;  /note="Cytoplasmic";  /evidence="ECO:0000255|HAMAP-Rule:MF_01140, ECO:0000305"; TOPO_DOM 33..306;  /note="Extracellular";  /evidence="ECO:0000255|HAMAP-Rule:MF_01140, ECO:0000305"
O34673		Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	uxaA yjmJ BSU12390	UXAA_BACSU			
O34354		Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB yjmI BSU12380	UXAB_BACSU			
P54333		Phage-like element PBSX protein XkdN	xkdN BSU12670	XKDN_BACSU			
P54334		Phage-like element PBSX protein XkdO	xkdO BSU12680	XKDO_BACSU			
O34538	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	Uncharacterized lipoprotein YcdA	ycdA BSU02780	YCDA_BACSU			
O31541		Uncharacterized HTH-type transcriptional regulator YetL	yetL BSU07220	YETL_BACSU			
Q796Z1		UPF0374 protein YgaC	ygaC BSU08680	YGAC_BACSU			
O06490		Uncharacterized protein YetN	yetN BSU07240	YETN_BACSU			
P96575		Putative acyl--CoA ligase YdaB (EC 6.2.1.-)	ydaB BSU04170	YDAB_BACSU			
Q7WY73		Uncharacterized protein YizA	yizA yucC BSU10800	YIZA_BACSU			
Q04805		Uncharacterized zinc protease YmxG (EC 3.4.24.-) (ORFP)	ymxG BSU16710	YMXG_BACSU			
P96669		Uncharacterized HTH-type transcriptional regulator YdeL	ydeL BSU05240	YDEL_BACSU			
O31556		Uncharacterized protein YfjC	yfjC BSU08150	YFJC_BACSU			
P96680	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized transporter YdfC	ydfC BSU05360	YDFC_BACSU		TRANSMEM 6..26;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 67..87;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 91..111;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 125..145;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 148..168;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 177..197;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 251..271;  /note="Helical";  /evidence="ECO:0000255"	
O31522	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	HTH-type transcriptional regulator YesS	yesS BSU07010	YESS_BACSU		TRANSMEM 23..43;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 286..306;  /note="Helical";  /evidence="ECO:0000255"	TOPO_DOM 1..22;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 44..285;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 307..761;  /note="Cytoplasmic";  /evidence="ECO:0000255"
C0H3V4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YdzK	ydzK BSU04359	YDZK_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 33..53;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 61..81;  /note="Helical";  /evidence="ECO:0000255"	
O07638		UPF0358 protein YlaN	ylaN BSU14840	YLAN_BACSU			
O34756		Putative ABC transporter ATP-binding protein YjkB	yjkB BSU12250	YJKB_BACSU			
O34341	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YebC	yebC BSU06380	YEBC_BACSU		TRANSMEM 93..115;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 135..157;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 173..195;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 199..221;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 234..256;  /note="Helical";  /evidence="ECO:0000255"	
O34939		Probable BsuMI modification methylase subunit YdiO (M1.BsuMI) (EC 2.1.1.37) (Cytosine-specific methyltransferase M1.BsuMI)	ydiO BSU06060	YDIO_BACSU			
O31547		Uncharacterized protein YfjM	yfjM BSU08040	YFJM_BACSU			
O35019		UPF0435 protein YfkK	yfkK BSU07870	YFKK_BACSU			
P80880	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Thioredoxin reductase (TRXR) (EC 1.8.1.9) (General stress protein 35) (GSP35)	trxB yvcH BSU34790	TRXB_BACSU			
P18429		Endo-1,4-beta-xylanase A (Xylanase A) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase A)	xynA BSU18840	XYNA_BACSU			
P54337		Phage-like element PBSX protein XkdR	xkdR BSU12710	XKDR_BACSU			
O34441		UPF0701 protein YloC	yloC BSU15660	YLOC_BACSU			
O31635		Uncharacterized protein YjcM	yjcM BSU11910	YJCM_BACSU			
O31802		Uncharacterized protein YnzH	ynzH BSU17670	YNZH_BACSU			
O31639		Uncharacterized protein YjcQ	yjcQ BSU11950	YJCQ_BACSU			
P94481		Uncharacterized protein YnaC	ynaC BSU17510	YNAC_BACSU			
O34554		Uncharacterized protein YjfA	yjfA BSU12110	YJFA_BACSU			
O07544	SUBCELLULAR LOCATION: Forespore outer membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Spore coat {ECO:0000250}.	Endospore coat-associated protein YheC	yheC BSU09780	YHEC_BACSU			
O07521		3'-5' exoribonuclease YhaM (EC 3.1.-.-)	yhaM BSU09930	YHAM_BACSU			
Q45500		Putative S-adenosyl-L-methionine-dependent methyltransferase YktD (EC 2.1.1.-)	yktD BSU14690	YKTD_BACSU			
P54156		Putative sigma L-dependent transcriptional regulator YplP	yplP BSU21780	YPLP_BACSU			
P94418	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	Petrobactin import system permease protein YclN	yclN BSU03800	YCLN_BACSU		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 49..69;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 94..114;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 133..153;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 181..201;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 224..244;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 268..288;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 290..310;  /note="Helical";  /evidence="ECO:0000255"	
P42961		Uncharacterized protein YcsD	ycsD BSU04030	YCSD_BACSU			
P24811	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YqxH (ORF2)	yqxH yqdD BSU25910	YQXH_BACSU		TRANSMEM 26..43;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 64..86;  /note="Helical";  /evidence="ECO:0000255"	
P54174		Uncharacterized protein YpkP	ypkP BSU21800	YPKP_BACSU			
P54946	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YxeG	yxeG IP1A BSU39560	YXEG_BACSU		TRANSMEM 9..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 72..92;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 111..131;  /note="Helical";  /evidence="ECO:0000255"	
O34869		SPbeta prophage-derived uncharacterized protein YopV	yopV BSU20750	YOPV_BACSU			
P94374		Uncharacterized ABC transporter ATP-binding protein YxlF (EC 7.-.-.-)	yxlF BSU38660	YXLF_BACSU			
O31978		SPbeta prophage-derived uncharacterized protein YomG	yomG BSU21370	YOMG_BACSU			
O32128	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	Uncharacterized lipoprotein YutC	yutC BSU32320	YUTC_BACSU			
P45934		Uncharacterized protein YqbS	yqbS BSU25990	YQBS_BACSU			
O34537		SPbeta prophage-derived uncharacterized protein YosV	yosV yojX BSU19990	YOSV_BACSU			
O32045	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YrvD	yrvD BSU27630	YRVD_BACSU		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 42..62;  /note="Helical";  /evidence="ECO:0000255"	
O32234		AB hydrolase superfamily protein YvaM (EC 3.-.-.-)	yvaM BSU33640	YVAM_BACSU			
P40761		Uncharacterized protein YuxK (ORF2)	yuxK yugD BSU31500	YUXK_BACSU			
O34611		Uncharacterized protein YoaR	yoaR BSU18720	YOAR_BACSU			
O34570		RNA 2',3'-cyclic phosphodiesterase (RNA 2',3'-CPDase) (EC 3.1.4.58)	ytlP BSU29960	THPR_BACSU			
P39815	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01037}.	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO gid ylyC BSU16130	TRMFO_BACSU			
O32273	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Teichuronic acid biosynthesis protein TuaB	tuaB yvhB BSU35600	TUAB_BACSU		TRANSMEM 15..34;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 41..63;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 83..105;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 112..134;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 154..176;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 294..316;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 321..343;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 356..378;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 382..404;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 411..433;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 448..470;  /note="Helical";  /evidence="ECO:0000255"	
P0CI79	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00008}.	Thymidylate synthase 1 (TS 1) (TSase 1) (EC 2.1.1.45) (Thymidylate synthase A) (TS A) (TSase A)	thyA1 BSU17680	TYSY1_BACSU			
